,LMP
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,19.983547
2034,23.333922
2035,24.617414
2036,22.732362
2037,22.492854
2038,21.116714
2039,20.419098
2040,71.116714
2041,77.050889
2042,74.617414
2043,500.0
2044,500.0
2045,500.0
2046,500.0
2047,500.0
2048,70.419098
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,23.128644
2059,73.128644
2060,0.0
2061,0.0
2062,72.516066
2063,70.846138
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,18.861019
2071,0.0
2072,0.0
2073,0.0
2074,0.0
2075,0.0
2076,0.0
2077,0.0
2078,0.0
2079,0.0
2080,18.573789
2081,19.68943
2082,26.324557
2083,26.429316
2084,26.429316
2085,26.429316
2086,23.206766
2087,23.657594
2088,25.9087
2089,26.324557
2090,25.9087
2091,24.617414
2092,24.617414
2093,24.617414
2094,24.617414
2095,20.419098
2096,18.573789
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,0.0
2102,0.0
2103,18.861019
2104,21.288154
2105,23.069973
2106,76.790897
2107,80.277405
2108,77.274563
2109,86.124055
2110,73.128644
2111,73.437807
2112,71.288154
2113,71.116714
2114,71.288154
2115,71.287879
2116,19.430296
2117,14.191367
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,16.970947
2129,0.0
2130,0.0
2131,19.430296
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,20.400003
2142,73.437807
2143,21.843654
2144,21.116411
2145,20.400003
2146,0.0
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,19.034775
2153,22.492854
2154,23.465169
2155,26.414871
2156,76.790897
2157,500.0
2158,500.0
2159,500.0
2160,500.0
2161,82.461752
2162,158.035526
2163,127.274616
2164,77.050889
2165,73.128644
2166,74.617414
2167,22.576747
2168,22.576747
2169,72.96816
2170,21.287879
2171,20.846138
2172,19.68943
2173,20.419098
2174,19.430296
2175,0.0
2176,0.0
2177,15.731586
2178,21.287879
2179,22.96816
2180,23.128644
2181,22.576747
2182,23.069973
2183,23.206766
2184,23.069973
2185,23.206766
2186,23.206766
2187,23.206766
2188,23.444698
2189,24.617414
2190,75.9087
2191,20.419098
2192,0.0
2193,0.0
2194,0.0
2195,0.0
2196,0.0
2197,0.0
2198,0.0
2199,0.0
2200,0.0
2201,20.419098
2202,23.128644
2203,73.206766
2204,73.069973
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,16.970947
2224,18.861019
2225,19.983547
2226,26.295886
2227,27.459813
2228,27.388203
2229,26.016455
2230,21.647258
2231,22.516066
2232,73.437807
2233,73.069973
2234,73.069973
2235,73.437807
2236,74.617414
2237,77.050889
2238,127.274563
2239,72.732362
2240,73.437807
2241,75.9087
2242,83.946708
2243,73.657594
2244,71.647258
2245,19.983547
2246,19.983547
2247,19.430296
2248,19.983547
2249,21.287879
2250,23.437807
2251,25.9087
2252,23.437807
2253,23.128644
2254,23.206766
2255,22.96816
2256,21.647258
2257,21.287879
2258,20.846138
2259,21.116714
2260,21.288154
2261,21.288154
2262,71.647258
2263,19.430296
2264,18.072542
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,23.069973
2275,73.437807
2276,207.572434
2277,76.790897
2278,76.790897
2279,74.617414
2280,74.617414
2281,73.206766
2282,23.128644
2283,23.128644
2284,23.128644
2285,73.069973
2286,152.274563
2287,18.573789
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,0.0
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,20.400003
2298,23.069973
2299,22.576747
2300,20.846138
2301,19.034775
2302,0.0
2303,19.68943
2304,22.576747
2305,22.576747
2306,22.732362
2307,21.843654
2308,21.287879
2309,21.116714
2310,21.287879
2311,18.861019
2312,0.0
2313,0.0
2314,0.0
2315,19.430296
2316,19.68943
2317,20.419098
2318,19.68943
2319,20.400003
2320,21.116714
2321,22.576747
2322,76.324557
2323,74.617414
2324,74.617414
2325,22.732362
2326,23.069973
2327,18.861019
2328,20.419098
2329,19.034775
2330,19.430296
2331,20.400003
2332,20.419098
2333,20.419098
2334,20.846138
2335,19.983547
2336,19.034775
2337,19.983547
2338,19.034775
2339,19.430296
2340,20.400003
2341,20.846138
2342,21.287879
2343,21.288154
2344,22.516066
2345,21.647258
2346,24.62179
2347,26.429316
2348,76.324557
2349,77.128505
2350,23.069973
2351,21.843654
2352,22.96816
2353,22.492854
2354,22.516066
2355,21.116714
2356,21.843654
2357,23.069973
2358,23.069973
2359,20.419098
2360,0.0
2361,0.0
2362,0.0
2363,0.0
2364,0.0
2365,0.0
2366,0.0
2367,19.68943
2368,19.430296
2369,21.647258
2370,76.324557
2371,23.594509
2372,0.0
2373,0.0
2374,0.0
2375,70.419098
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,19.642528
2382,71.621668
2383,0.0
2384,0.0
2385,0.0
2386,0.0
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,18.861019
2393,19.68943
2394,25.9087
2395,77.755129
2396,80.277405
2397,76.324557
2398,23.437807
2399,23.069973
2400,22.732362
2401,22.516066
2402,22.492854
2403,22.492854
2404,21.287879
2405,22.576747
2406,22.492854
2407,20.419098
2408,18.861019
2409,0.0
2410,0.0
2411,0.0
2412,0.0
2413,0.0
2414,0.0
2415,0.0
2416,0.0
2417,0.0
2418,19.642528
2419,21.647258
2420,21.647258
2421,21.647258
2422,20.419098
2423,19.430296
2424,19.034775
2425,21.647258
2426,73.206766
2427,73.206766
2428,73.206766
2429,73.206766
2430,73.069973
2431,16.970947
2432,0.0
2433,0.0
2434,0.0
2435,0.0
2436,0.0
2437,0.0
2438,0.0
2439,0.0
2440,0.0
2441,15.731586
2442,76.404825
2443,83.752662
2444,77.274563
2445,73.437807
2446,70.419098
2447,127.050889
2448,124.617414
2449,73.069973
2450,127.274563
2451,500.0
2452,500.0
2453,500.0
2454,73.657594
2455,0.0
2456,0.0
2457,0.0
2458,0.0
2459,0.0
2460,0.0
2461,0.0
2462,0.0
2463,0.0
2464,0.0
2465,0.0
2466,19.68943
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,0.0
2475,0.0
2476,18.573789
2477,20.419098
2478,21.843654
2479,19.034775
2480,0.0
2481,0.0
2482,0.0
2483,0.0
2484,19.68943
2485,19.68943
2486,19.034775
2487,16.970947
2488,20.400003
2489,19.430296
2490,23.128644
2491,26.324557
2492,23.128644
2493,22.576747
2494,21.287879
2495,22.576747
2496,20.419098
2497,18.861019
2498,18.573789
2499,18.861019
2500,19.430296
2501,21.287879
2502,22.492854
2503,15.731586
2504,0.0
2505,0.0
2506,0.0
2507,0.0
2508,0.0
2509,0.0
2510,0.0
2511,0.0
2512,19.034775
2513,19.034775
2514,23.069973
2515,23.128644
2516,22.576747
2517,22.576747
2518,21.287879
2519,19.983547
2520,72.516066
2521,71.647258
2522,71.116714
2523,71.116714
2524,71.647258
2525,73.069973
2526,19.983547
2527,0.0
2528,0.0
2529,0.0
2530,0.0
2531,0.0
2532,0.0
2533,0.0
2534,0.0
2535,0.0
2536,19.034775
2537,19.034775
2538,23.069973
2539,23.241021
2540,23.069973
2541,21.843654
2542,19.034775
2543,18.072542
2544,0.0
2545,0.0
2546,0.0
2547,0.0
2548,0.0
2549,0.0
2550,0.0
2551,0.0
2552,0.0
2553,0.0
2554,0.0
2555,0.0
2556,0.0
2557,0.0
2558,0.0
2559,0.0
2560,0.0
2561,0.0
2562,0.0
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.0
2574,0.0
2575,0.0
2576,0.0
2577,0.0
2578,0.0
2579,0.0
2580,0.0
2581,0.0
2582,0.0
2583,0.0
2584,0.0
2585,0.0
2586,20.846138
2587,23.069973
2588,73.069973
2589,73.657594
2590,22.492854
2591,21.288154
2592,18.861019
2593,16.970947
2594,19.034775
2595,18.861019
2596,70.846138
2597,71.116714
2598,19.034775
2599,0.0
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.0
2608,0.0
2609,20.419098
2610,52.716682
2611,2.716682
2612,21.647258
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,0.0
2622,0.0
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2629,0.0
2630,0.0
2631,0.0
2632,0.0
2633,0.0
2634,0.0
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.0
2657,0.0
2658,21.843654
2659,26.04774
2660,23.128644
2661,20.846138
2662,20.419098
2663,21.116714
2664,22.576747
2665,22.576747
2666,22.576747
2667,21.647258
2668,20.846138
2669,21.843654
2670,71.287879
2671,20.400003
2672,18.463561
2673,0.0
2674,0.0
2675,0.0
2676,0.0
2677,0.0
2678,0.0
2679,0.0
2680,18.861019
2681,18.861019
2682,23.128644
2683,26.24398
2684,24.617414
2685,22.732362
2686,19.983547
2687,73.069973
2688,73.437807
2689,73.128644
2690,73.069973
2691,73.069973
2692,71.647258
2693,73.069973
2694,71.287879
2695,19.034775
2696,18.573789
2697,0.0
2698,0.0
2699,14.191367
2700,18.072542
2701,18.072542
2702,14.191367
2703,0.0
2704,19.430296
2705,19.68943
2706,23.437807
2707,24.617414
2708,24.617414
2709,23.069973
2710,22.492854
2711,74.617414
2712,73.437807
2713,73.128644
2714,23.069973
2715,22.732362
2716,23.069973
2717,73.437807
2718,22.732362
2719,19.034775
2720,0.0
2721,0.0
2722,0.0
2723,0.0
2724,18.463561
2725,19.68943
2726,0.0
2727,0.0
2728,20.400003
2729,21.116714
2730,23.437807
2731,23.069973
2732,21.647258
2733,71.287879
2734,19.68943
2735,156.857535
2736,500.0
2737,500.0
2738,500.0
2739,500.0
2740,0.0
2741,0.0
2742,45.01081
2743,0.0
2744,0.0
2745,18.072542
2746,18.861019
2747,19.034775
2748,19.430296
2749,70.419098
2750,19.68943
2751,21.287879
2752,21.843654
2753,20.846138
2754,26.790897
2755,80.277405
2756,80.530112
2757,81.727779
2758,83.752662
2759,500.0
2760,500.0
2761,83.752662
2762,81.727779
2763,80.277405
2764,80.277405
2765,500.0
2766,158.035526
2767,71.288154
2768,19.68943
2769,18.861019
2770,16.970947
2771,18.861019
2772,70.419098
2773,70.419098
2774,19.430296
2775,71.116411
2776,76.324557
2777,21.116714
2778,23.657594
2779,14.184172
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,23.657594
2785,76.755559
2786,77.050889
2787,76.755559
2788,124.617414
2789,500.0
2790,37.717868
2791,70.419098
2792,0.0
2793,0.0
2794,0.0
2795,0.0
2796,0.0
2797,0.0
2798,0.0
2799,0.0
2800,71.116714
2801,71.116714
2802,158.035526
2803,500.0
2804,500.0
2805,500.0
2806,500.0
2807,500.0
2808,500.0
2809,500.0
2810,500.0
2811,500.0
2812,500.0
2813,500.0
2814,500.0
2815,133.035526
2816,70.400004
2817,19.034775
2818,19.68943
2819,19.034775
2820,19.68943
2821,0.0
2822,0.0
2823,15.731586
2824,19.68943
2825,0.0
2826,22.96816
2827,23.657594
2828,25.9087
2829,22.732362
2830,22.732362
2831,23.128644
2832,22.576747
2833,76.324557
2834,76.324557
2835,133.946708
2836,500.0
2837,500.0
2838,500.0
2839,72.492854
2840,71.116714
2841,19.68943
2842,70.400004
2843,70.419098
2844,70.419098
2845,71.116714
2846,71.287879
2847,20.419098
2848,20.419098
2849,19.430296
2850,22.732362
2851,23.657594
2852,23.206766
2853,21.647258
2854,0.0
2855,0.0
2856,0.0
2857,0.0
2858,0.0
2859,0.0
2860,0.0
2861,0.0
2862,0.0
2863,0.0
2864,0.0
2865,0.0
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,0.0
2871,0.0
2872,0.0
2873,0.0
2874,23.206766
2875,23.206766
2876,73.069973
2877,73.069973
2878,0.0
2879,20.419098
2880,19.034775
2881,20.400003
2882,20.419098
2883,21.116411
2884,20.419098
2885,21.116411
2886,72.576747
2887,72.516066
2888,21.287879
2889,22.492854
2890,21.288154
2891,20.846138
2892,19.68943
2893,19.68943
2894,19.034775
2895,21.287879
2896,21.116411
2897,20.400003
2898,23.128644
2899,24.617414
2900,26.324557
2901,23.206766
2902,23.069973
2903,23.069973
2904,23.128644
2905,22.732362
2906,22.576747
2907,23.128644
2908,23.069973
2909,73.657594
2910,73.069973
2911,21.116411
2912,20.400003
2913,0.0
2914,0.0
2915,0.0
2916,0.0
2917,0.0
2918,18.861019
2919,16.970947
2920,19.034775
2921,0.0
2922,22.576747
2923,22.96816
2924,23.206766
2925,23.206766
2926,23.128644
2927,22.96816
2928,22.732362
2929,22.516066
2930,22.576747
2931,22.516066
2932,22.96816
2933,74.617414
2934,73.657594
2935,71.287879
2936,70.846138
2937,19.430296
2938,19.430296
2939,18.861019
2940,16.970947
2941,0.0
2942,0.0
2943,0.0
2944,0.0
2945,18.573789
2946,23.206766
2947,23.437807
2948,21.843654
2949,21.647258
2950,19.68943
2951,71.647258
2952,19.983547
2953,19.983547
2954,19.034775
2955,19.034775
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,0.0
2961,0.0
2962,0.0
2963,0.0
2964,0.0
2965,0.0
2966,16.970947
2967,18.861019
2968,18.573789
2969,15.731586
2970,23.069973
2971,23.437807
2972,23.657594
2973,22.576747
2974,22.492854
2975,21.647258
2976,19.430296
2977,0.0
2978,0.0
2979,0.0
2980,0.0
2981,0.0
2982,0.0
2983,0.0
2984,0.0
2985,0.0
2986,0.0
2987,0.0
2988,0.0
2989,0.0
2990,0.0
2991,0.0
2992,18.861019
2993,20.400003
2994,76.755559
2995,77.050889
2996,77.334989
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,24.358947
3006,71.647258
3007,73.069973
3008,72.96816
3009,71.843654
3010,73.069973
3011,72.516066
3012,70.846138
3013,18.861019
3014,19.983547
3015,19.983547
3016,19.68943
3017,21.116714
3018,24.617414
3019,24.62179
3020,24.62179
3021,24.617414
3022,23.437807
3023,22.732362
3024,22.576747
3025,21.647258
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,19.983547
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.0
3056,0.0
3057,0.0
3058,0.0
3059,0.0
3060,0.0
3061,0.0
3062,0.0
3063,0.0
3064,0.0
3065,0.0
3066,22.732362
3067,23.657594
3068,23.128644
3069,22.492854
3070,21.116411
3071,19.430296
3072,20.400003
3073,21.116714
3074,21.116411
3075,21.287879
3076,21.287879
3077,23.206766
3078,21.843654
3079,19.430296
3080,0.0
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,0.0
3086,18.861019
3087,18.861019
3088,20.419098
3089,20.400003
3090,24.617414
3091,25.9087
3092,76.755559
3093,76.324557
3094,133.752662
3095,82.461752
3096,77.274616
3097,500.0
3098,500.0
3099,500.0
3100,500.0
3101,500.0
3102,72.96816
3103,19.68943
3104,18.463561
3105,19.034775
3106,18.573789
3107,0.0
3108,0.0
3109,0.0
3110,0.0
3111,0.0
3112,0.0
3113,0.0
3114,72.516066
3115,19.983547
3116,19.68943
3117,19.983547
3118,19.430296
3119,0.0
3120,16.970947
3121,19.034775
3122,19.983547
3123,18.861019
3124,0.0
3125,0.0
3126,0.0
3127,0.0
3128,0.0
3129,0.0
3130,0.0
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.0
3137,0.0
3138,0.0
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,0.0
3148,0.0
3149,0.0
3150,0.0
3151,0.0
3152,0.0
3153,0.0
3154,0.0
3155,0.0
3156,0.0
3157,0.0
3158,18.861019
3159,20.419098
3160,19.430296
3161,22.96816
3162,24.617414
3163,24.617414
3164,0.0
3165,22.025582
3166,0.0
3167,0.0
3168,0.0
3169,0.0
3170,0.0
3171,0.0
3172,20.846138
3173,72.516066
3174,20.400003
3175,21.116411
3176,21.116411
3177,71.843654
3178,71.116714
3179,71.116411
3180,71.843654
3181,20.419098
3182,20.419098
3183,20.419098
3184,20.419098
3185,22.96816
3186,24.617414
3187,26.429316
3188,26.324557
3189,24.62179
3190,24.62179
3191,23.657594
3192,23.069973
3193,23.206766
3194,23.206766
3195,23.069973
3196,23.069973
3197,23.206766
3198,21.288154
3199,19.68943
3200,0.0
3201,0.0
3202,0.0
3203,0.0
3204,0.0
3205,18.072542
3206,18.861019
3207,20.419098
3208,20.400003
3209,23.206766
3210,24.617414
3211,26.404825
3212,23.437807
3213,23.206766
3214,23.069973
3215,23.069973
3216,23.069973
3217,21.647258
3218,21.843654
3219,20.419098
3220,21.116714
3221,22.492854
3222,19.430296
3223,0.0
3224,0.0
3225,14.191367
3226,19.68943
3227,20.419098
3228,19.983547
3229,19.983547
3230,21.647258
3231,22.492854
3232,22.732362
3233,75.9087
3234,77.274563
3235,76.429316
3236,73.657594
3237,23.069973
3238,21.116411
3239,0.0
3240,0.0
3241,0.0
3242,0.0
3243,0.0
3244,0.0
3245,0.0
3246,0.0
3247,19.430296
3248,71.288154
3249,70.846138
3250,19.034775
3251,18.861019
3252,0.0
3253,0.0
3254,0.0
3255,20.400003
3256,20.419098
3257,22.576747
3258,23.128644
3259,26.324557
3260,26.324557
3261,76.324557
3262,26.324557
3263,77.274563
3264,80.277405
3265,76.429316
3266,23.657594
3267,23.657594
3268,23.069973
3269,22.96816
3270,19.983547
3271,19.034775
3272,19.034775
3273,18.463561
3274,19.034775
3275,19.430296
3276,19.983547
3277,21.116411
3278,19.983547
3279,21.287879
3280,21.287879
3281,23.069973
3282,24.617414
3283,26.324557
3284,23.657594
3285,24.62179
3286,23.437807
3287,23.069973
3288,23.206766
3289,23.128644
3290,22.96816
3291,21.843654
3292,22.732362
3293,21.647258
3294,18.861019
3295,0.0
3296,0.0
3297,0.0
3298,0.0
3299,0.0
3300,18.861019
3301,19.430296
3302,19.68943
3303,20.400003
3304,21.287879
3305,23.206766
3306,25.758899
3307,26.429316
3308,25.9087
3309,24.617414
3310,23.206766
3311,24.617414
3312,24.617414
3313,23.128644
3314,22.516066
3315,22.732362
3316,22.516066
3317,23.069973
3318,22.492854
3319,22.732362
3320,21.287879
3321,21.647258
3322,21.287879
3323,22.732362
3324,73.069973
3325,73.069973
3326,73.128644
3327,23.069973
3328,22.732362
3329,24.617414
3330,24.62179
3331,26.429316
3332,24.62179
3333,24.617414
3334,24.617414
3335,22.96816
3336,23.206766
3337,23.206766
3338,23.128644
3339,23.069973
3340,23.206766
3341,21.647258
3342,21.287879
3343,19.430296
3344,19.034775
3345,0.0
3346,16.970947
3347,19.430296
3348,19.983547
3349,21.288154
3350,20.846138
3351,21.647258
3352,19.983547
3353,24.617414
3354,24.617414
3355,26.324557
3356,23.069973
3357,23.206766
3358,22.96816
3359,23.069973
3360,22.732362
3361,21.647258
3362,22.732362
3363,22.732362
3364,23.128644
3365,19.983547
3366,19.983547
3367,20.419098
3368,20.419098
3369,21.288154
3370,21.843654
3371,21.647258
3372,21.647258
3373,21.116714
3374,21.288154
3375,23.069973
3376,24.62179
3377,26.324557
3378,26.324557
3379,26.790897
3380,0.0
3381,0.0
3382,21.647258
3383,21.288154
3384,0.0
3385,0.0
3386,19.034775
3387,20.400003
3388,22.576747
3389,22.879602
3390,22.516066
3391,21.288154
3392,20.419098
3393,19.983547
3394,20.846138
3395,21.287879
3396,72.732362
3397,73.206766
3398,23.128644
3399,23.437807
3400,0.0
3401,76.429316
3402,76.429316
3403,76.324557
3404,0.0
3405,0.0
3406,23.128644
3407,73.128644
3408,86.124055
3409,77.050889
3410,76.755559
3411,76.755559
3412,83.752662
3413,73.437807
3414,73.128644
3415,21.843654
3416,21.647258
3417,21.116714
3418,71.474047
3419,71.647258
3420,72.96816
3421,71.474047
3422,21.647258
3423,22.96816
3424,21.843654
3425,23.069973
3426,23.069973
3427,23.128644
3428,21.843654
3429,21.843654
3430,22.185841
3431,21.116411
3432,21.116714
3433,73.069973
3434,21.843654
3435,72.732362
3436,0.0
3437,0.0
3438,0.0
3439,0.0
3440,0.0
3441,0.0
3442,0.0
3443,1.555709
3444,0.0
3445,1.57004
3446,19.430296
3447,1.624038
3448,19.685338
3449,22.96816
3450,23.128644
3451,24.617414
3452,24.617414
3453,23.657594
3454,23.128644
3455,23.069973
3456,22.732362
3457,23.206766
3458,23.128644
3459,23.128644
3460,23.206766
3461,21.116714
3462,20.419098
3463,20.400003
3464,19.430296
3465,19.68943
3466,21.474047
3467,22.185841
3468,21.647258
3469,22.732362
3470,22.576747
3471,73.206766
3472,21.116411
3473,23.657594
3474,22.492854
3475,23.069973
3476,22.576747
3477,21.288154
3478,21.474047
3479,20.400003
3480,19.685338
3481,19.685338
3482,20.419098
3483,20.419098
3484,21.647258
3485,21.116714
3486,21.647258
3487,20.419098
3488,0.0
3489,0.0
3490,0.0
3491,0.0
3492,0.0
3493,0.0
3494,0.0
3495,0.0
3496,0.0
3497,19.034775
3498,19.983547
3499,22.96816
3500,2.100919
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.0
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,19.034775
3521,22.576747
3522,22.96816
3523,23.87513
3524,23.069973
3525,23.657594
3526,22.516066
3527,21.647258
3528,21.843654
3529,21.288154
3530,22.492854
3531,22.516066
3532,73.128644
3533,21.288154
3534,21.116411
3535,19.685338
3536,18.861019
3537,19.034775
3538,19.685338
3539,20.400003
3540,71.287879
3541,71.647258
3542,21.647258
3543,21.647258
3544,23.128644
3545,25.9087
3546,76.755559
3547,76.755559
3548,75.9087
3549,73.87513
3550,73.069973
3551,73.128644
3552,22.492854
3553,0.0
3554,0.0
3555,0.0
3556,0.0
3557,0.0
3558,0.0
3559,0.0
3560,0.0
3561,0.0
3562,0.0
3563,0.0
3564,0.0
3565,19.430296
3566,19.685338
3567,19.68943
3568,19.430296
3569,19.68943
3570,21.116714
3571,22.732362
3572,22.732362
3573,22.576747
3574,22.732362
3575,73.069973
3576,21.647258
3577,72.516066
3578,73.069973
3579,77.050889
3580,83.035526
3581,500.0
3582,74.617414
3583,73.069973
3584,71.647258
3585,71.647258
3586,73.069973
3587,76.429316
3588,76.429316
3589,71.647258
3590,72.732362
3591,21.647258
3592,21.843654
3593,21.843654
3594,23.128644
3595,23.206766
3596,23.206766
3597,23.128644
3598,22.576747
3599,73.206766
3600,21.647258
3601,72.516066
3602,72.96816
3603,22.492854
3604,21.288154
3605,72.96816
3606,19.983547
3607,18.573789
3608,0.0
3609,0.0
3610,0.0
3611,0.0
3612,0.0
3613,0.0
3614,0.0
3615,0.0
3616,0.0
3617,0.0
3618,19.68943
3619,21.647258
3620,0.0
3621,19.430296
3622,0.0
3623,0.0
3624,0.0
3625,0.0
3626,0.0
3627,0.0
3628,0.0
3629,0.0
3630,0.0
3631,0.0
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,0.0
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,19.68943
3643,22.492854
3644,21.116411
3645,20.419098
3646,19.034775
3647,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.0
3652,0.0
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3658,0.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,20.419098
3667,22.732362
3668,23.206766
3669,23.657594
3670,22.492854
3671,22.96816
3672,22.732362
3673,22.516066
3674,21.843654
3675,22.516066
3676,22.576747
3677,22.576747
3678,19.68943
3679,18.072542
3680,0.0
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,19.430296
3686,20.400003
3687,20.419098
3688,21.116714
3689,22.576747
3690,23.437807
3691,25.9087
3692,25.9087
3693,23.437807
3694,76.790897
3695,500.0
3696,158.752662
3697,152.274563
3698,500.0
3699,127.050889
3700,73.437807
3701,73.069973
3702,20.400003
3703,19.983547
3704,19.983547
3705,70.419098
3706,71.116714
3707,19.034775
3708,20.400003
3709,21.116714
3710,21.647258
3711,22.732362
3712,22.732362
3713,23.206766
3714,24.617414
3715,24.617414
3716,23.437807
3717,73.437807
3718,73.437807
3719,21.287879
3720,19.68943
3721,20.400003
3722,20.419098
3723,20.400003
3724,19.983547
3725,19.68943
3726,0.0
3727,18.072542
3728,18.072542
3729,18.861019
3730,19.68943
3731,18.861019
3732,19.430296
3733,20.400003
3734,21.288154
3735,22.576747
3736,22.576747
3737,23.206766
3738,23.206766
3739,0.0
3740,0.0
3741,0.0
3742,73.206766
3743,76.755559
3744,131.841852
3745,130.530112
3746,76.755559
3747,73.437807
3748,22.96816
3749,23.069973
3750,19.983547
3751,19.430296
3752,19.983547
3753,19.983547
3754,19.983547
3755,21.116411
3756,21.287879
3757,20.846138
3758,21.288154
3759,0.0
3760,0.0
3761,0.0
3762,0.0
3763,0.0
3764,0.0
3765,0.0
3766,0.0
3767,0.0
3768,0.0
3769,0.0
3770,0.0
3771,0.0
3772,0.0
3773,0.0
3774,0.0
3775,0.0
3776,18.861019
3777,19.983547
3778,19.983547
3779,20.400003
3780,21.116714
3781,21.116411
3782,22.516066
3783,21.843654
3784,22.96816
3785,23.069973
3786,24.617414
3787,24.62179
3788,23.87513
3789,23.87513
3790,24.617414
3791,23.87513
3792,74.617414
3793,73.657594
3794,73.657594
3795,23.206766
3796,73.657594
3797,23.069973
3798,20.400003
3799,19.685338
3800,19.68943
3801,20.400003
3802,71.647258
3803,20.419098
3804,0.476821
3805,0.0
3806,0.0
3807,0.0
3808,0.0
3809,0.0
3810,0.0
3811,0.0
3812,0.0
3813,0.0
3814,0.0
3815,0.0
3816,0.0
3817,0.0
3818,0.0
3819,0.0
3820,0.0
3821,19.685338
3822,19.685338
3823,20.846138
3824,21.647258
3825,22.492854
3826,22.576747
3827,21.116714
3828,22.492854
3829,21.288154
3830,22.516066
3831,22.96816
3832,23.437807
3833,23.87513
3834,26.324557
3835,26.429316
3836,25.9087
3837,25.9087
3838,23.206766
3839,23.437807
3840,23.437807
3841,22.96816
3842,21.843654
3843,21.287879
3844,21.116411
3845,21.288154
3846,19.983547
3847,20.419098
3848,21.116714
3849,21.647258
3850,21.843654
3851,23.437807
3852,76.755559
3853,76.324557
3854,76.429316
3855,76.755559
3856,76.755559
3857,26.324557
3858,26.429316
3859,26.324557
3860,26.324557
3861,76.429316
3862,76.429316
3863,77.050889
3864,25.758899
